MSD_BM,MSD_CRW
11385.33263795818,163048.92148095113
11422.640329930386,163333.23748509522
11457.039017610794,163627.89154143995
11490.694835922759,163944.030292974
11523.489523224187,164273.20454161314
11552.975757026266,164616.2550933361
11587.941608986055,164965.4252480583
11625.89679636088,165320.7209572181
11664.642250628149,165681.07524888954
11702.750792286091,166050.6279865032
11736.314113677141,166426.1926779234
11773.081457377759,166813.15634125788
11804.65483497791,167212.09153796692
11833.682182779497,167620.56298294922
11863.52763893309,168038.21518089445
11894.717524982698,168464.62442871206
11926.532414897727,168900.79883170998
11957.706164156038,169346.2310791478
11988.014803723594,169800.62936079188
12011.582732138804,170266.96087927214
12033.286317246184,170744.97936062244
12053.504983893441,171235.3132103339
12072.943651497237,171737.6163340562
12095.258389575141,172250.84525575687
12116.512817734236,172773.3050631094
12139.010407144166,173302.35859449397
12164.051720178371,173829.772062042
12192.565905447758,174353.42963621544
12218.506965289558,174860.7765157188
12247.470884845045,175351.88407896514
12275.814310642194,175828.43547850897
12309.647790368277,176291.39368756552
12343.8095898924,176742.20068928972
12377.373646164813,177181.1502460359
12413.722300077336,177604.73985161236
12447.271390562204,178012.3110142744
12477.069149375537,178405.2413455914
12504.757867657258,178783.86758458745
12534.35428854865,179147.24024643045
12565.291537964857,179495.36429323346
12595.289443504387,179846.53521714915
12622.71030243897,180204.8814540826
12648.755460823017,180574.66151949062
12669.174677047198,180962.17294992888
12692.436135162685,181366.37570848016
12714.046224375976,181794.8878224268
12730.573212542173,182237.1667460591
12751.271914987326,182690.96731272407
12769.25329870354,183158.29215340808
12783.846582887523,183638.7630245713
12801.021859632323,184147.20584521227
12823.605753384147,184681.3231268246
12848.554884377107,185238.0848837562
12869.890975112026,185814.81110583467
12889.221208114463,186413.04457346356
12913.472812510016,187031.30160656598
12944.290121207621,187666.36114778806
12973.700787670427,188323.51989713302
13003.130418337136,189000.92892645323
13033.404996470501,189695.1121887944
13068.286075028602,190402.58372086208
13107.787787176949,191120.3665752297
13144.443515172616,191849.64896443443
13181.352879151205,192584.75160509988
13218.252658983349,193324.01137802863
13260.384420480506,194066.33688477057
13302.772025973838,194809.09944582966
13342.434808159313,195546.89212870493
13388.688463240522,196280.45450932469
13436.031386644398,197004.32195053526
13486.98832605751,197719.2399789642
13537.66421301963,198424.6436466655
13588.667134759324,199121.36058806957
13644.718843007833,199806.5770608068
13701.17499296171,200477.81845358672
13756.725276703546,201132.05670038913
13817.40242025114,201766.22430676682
13878.501748086734,202379.66310447454
13935.76271926048,202971.99528719642
13987.323683746326,203541.29717188166
14043.057874285454,204086.40404002578
14097.837656638127,204606.57863541992
14155.258665339474,205104.16104893872
14214.847371144968,205581.86453875207
14276.422937782869,206041.39435905122
14334.744254207142,206484.2979922732
14389.623743649528,206912.55554385603
14437.56574631475,207329.14497173898
14483.023363813169,207743.17101685583
14524.907590930457,208153.50211828752
14564.090300775708,208561.52325050088
14601.709557321512,208965.56224732797
14638.042906905666,209369.19654588183
14676.268149003567,209772.05167437092
14710.353663055786,210172.14852079202
14748.155402664132,210575.5940637152
14783.429978505497,210982.5919061085
14815.546355122116,211393.98720819308
14847.876348791178,211809.46818085745
14878.179689818682,212225.52600376355
14907.383356061331,212639.45295497178
14938.661603955974,213048.3535862688
14966.73430716014,213457.30772294337
14997.96099540609,213859.1148777802
15031.50224333015,214253.22931856182
15059.839877397962,214638.29931220884
15090.540922193473,215007.10558010716
15123.839878573968,215356.74353402076
15158.413033311972,215682.39253633938
15192.573547942831,215986.37910806626
15223.747869106039,216295.2698114003
15250.797004875227,216631.8951009301
15272.004795174862,217001.5414879993
15289.54995319687,217401.53239514725
15306.235965384696,217833.63118255045
15325.874092093574,218295.71102815348
15345.316502567155,218789.5966018138
15368.694903234209,219282.21803242707
15396.120658913505,219762.71390652028
15420.001864222539,220264.47165485084
15437.626011532868,220785.33651436516
15460.257601721732,221324.60990312512
15476.749513606055,221875.1254558118
15492.07820004142,222432.53992789533
15508.265448136646,222997.16712679242
15521.047464741414,223571.00123106877
15536.168495306214,224149.87769462852
15543.80240745669,224742.99868110332
15545.069982021632,225348.81314850744
15545.089593588777,225962.7816972405
15550.46824453041,226598.88880051643
15561.910876259812,227226.33712573122
15569.453071925864,227846.98610804084
15583.618942306804,228459.08378618976
15597.501652557967,229060.86419371612
15613.332421380092,229645.3632072498
15629.295399347662,230208.3561355101
15644.943421435853,230749.4092409809
15663.305702516112,231269.78058132145
15681.465788733933,231775.84308562582
15696.450195546318,232266.46614772506
15703.203482659364,232742.6124737051
15708.135334288081,233202.98186268876
15716.09851829767,233642.6900181742
15719.509761033467,234061.6704685882
15723.876282425366,234469.54357992014
15731.55888480567,234866.0729434684
15734.353100109145,235248.76694111913
15741.1710354383,235621.5365186821
15745.475187947728,235970.58658134565
15749.660194292883,236318.2118318725
15760.810835710252,236664.29018033092
15779.334184230012,237009.27056365885
15798.869198943197,237357.90287610883
15816.399533946653,237709.38346045223
15836.344321211529,238063.83450644714
15855.057270202025,238417.2017800544
15863.554219012432,238769.4168402761
15871.126047262009,239126.47454755087
15874.526768687543,239498.69434791087
15877.666613865289,239885.40017829053
15887.769697514343,240284.0489909457
15899.951584005097,240695.9174683819
15914.120158851892,241119.74010680354
15925.588721849597,241553.5592085688
15941.049703962219,241993.78206849008
15954.942726829684,242443.28105982122
15965.988643588624,242901.25647800657
15977.476875210843,243367.07058477684
15987.61121250191,243835.58021213597
15994.131851015762,244306.16600006894
16000.922255992808,244780.62888155546
16003.650062174584,245261.88621087113
16003.974892938502,245751.14777378424
16006.306855027615,246253.02894426638
16010.137011992265,246769.546805482
16009.200122224227,247282.53885401646
16005.204736800246,247802.16651722282
16000.740771467528,248323.93180573764
15998.709101261356,248847.15734830473
15997.823238509996,249373.1456590991
15993.030900356687,249906.67166812008
15985.303983804017,250447.73303151364
15974.277504070847,250997.72888577182
15952.833378902209,251555.0110945609
15930.913743419696,252120.09133242437
15908.018415705037,252692.84002198238
15884.196021568812,253273.3075410066
15861.78578158055,253877.6876441482
15841.589942979797,254501.96597823015
15818.77534373524,255155.16545443636
15794.874923224204,255839.77068409612
15766.663361812998,256555.74359096665
15746.640942817663,257281.4456918862
15726.780774768673,258000.5342136772
15707.502335660818,258715.62113881594
15697.326005542953,259419.29497032345
15688.081810559881,260114.48018402944
15667.336113542358,260796.77701645595
15640.579704988648,261473.04459234054
15620.54394757001,262146.08897503355
15605.265548036807,262827.4105492956
15586.62806300222,263519.43113648536
15574.516562813007,264221.2338402194
15563.099336739619,264928.7395385376
15551.925680746643,265649.3621243742
15540.795972417169,266380.0493335091
15529.789792422776,267122.0069373347
15517.213093423945,267874.13730131387
15512.702699625484,268641.1269973981
15507.57054449263,269423.7471634744
15504.637736752857,270222.26519829594
15509.734703236774,271027.89535439207
15516.682933999098,271841.430272813
15512.903498012829,272664.2465480348
15508.25115340439,273496.85331082606
15509.28028167222,274337.7182471737
15512.42617342203,275189.21049922047
15516.606987521403,276056.0406360398
15528.147019799762,276935.38070684904
15535.90575211463,277828.9403513527
15546.477034742484,278742.5501583949
15559.104197542796,279682.7106214464
15568.196988531125,280636.40389497194
15578.316451891858,281602.0915108547
15587.415831727823,282552.814070679
15592.570640363661,283483.52068366524
15596.490594997054,284390.1579138998
15604.690068098336,285270.20268953027
15616.539653553527,286131.36318540655
15629.843554793426,286977.7031422631
15646.776238890314,287808.23587843904
15660.393556075423,288614.0406065913
15668.6783648999,289396.1866493024
15672.28110965997,290152.267162652
15681.142778077967,290880.04584253835
15688.946409503793,291577.7229178957
15690.29188839215,292246.7022602901
15694.982292767361,292880.8483958057
15699.92984236011,293478.2051396362
15703.352371298797,294035.07503965066
15706.378506844145,294549.44486664137
15703.749676151314,295018.71021894616
15700.877788653319,295444.2369381172
15704.600376421426,295829.6015325944
15707.083707825297,296236.92906215054
15718.371851133586,296667.9802211532
15733.336059449306,297123.8610626971
15743.346669233339,297562.0698615678
15748.44719109763,297987.5677988739
15758.604790982079,298387.2029215514
15765.628035239804,298758.5805475457
15774.18424323705,299104.4859321169
15789.883811091306,299429.99839494145
15804.060086343969,299740.816302364
15823.216220112825,300034.3360727329
15840.279522172264,300312.78569331946
15851.203289156785,300577.5971500893
15872.408711642614,300867.7690410931
15890.346332847366,301188.9910174698
15918.024939497764,301536.3562465755
15945.70723656347,301915.76247004594
15969.240328979173,302314.919365105
15994.132297603886,302734.5870211257
16018.734866689283,303178.5650043841
16049.385176282289,303637.35975423676
16081.433494803447,304110.5111470512
16106.758963423585,304599.5758992071
16139.415383702119,305105.52147493546
16169.868339785307,305643.574077452
16188.110778120528,306205.5073832978
16211.641548541193,306803.65605655895
16237.45934596089,307434.183912426
16267.031803027796,308096.725553888
16300.017443042228,308755.1668411157
16330.804776594528,309403.08083217614
16362.827404485231,310037.5089322876
16391.687057270825,310653.0169004271
16418.101704867742,311251.120367491
16445.1708976689,311831.9462394652
16470.10944245523,312396.53990737424
16490.029968605395,312917.35761177464
16510.205088947205,313392.51316196745
16540.22098806975,313819.88192156586
16567.195975352595,314196.64496832696
16595.068979909665,314520.78353995515
16615.66597858072,314790.3421003735
16640.87055756647,315004.29323766095
16670.851099728858,315162.51068486186
16708.707309254267,315274.17738184327
16741.158748942784,315341.59634485404
16776.409772303905,315366.9181062366
16808.84602004673,315357.13154762227
16840.1686978191,315311.44922510313
16873.486309554522,315249.05139291246
16903.162771433275,315171.5617450029
16936.573031648502,315095.7915171315
16971.475049847373,315012.6007258464
16998.316233282047,314914.6768316445
17033.744610427148,314799.3700483167
17074.826343039294,314670.0790058104
17110.980562876244,314521.178303207
17143.347943734505,314351.39732569864
17176.90105064737,314192.74211497966
17201.2695563234,314046.2524208088
17221.52376520452,313911.87831956346
17247.960489090383,313764.19199557026
17270.032885178105,313598.09478284785
17287.604171367817,313416.466374206
17313.087849721516,313218.8452395809
17338.878416658186,313011.70595521695
17361.057022514146,312792.3227360556
17379.28362140118,312563.68234905537
17398.504401538183,312326.8005794081
17414.944513449755,312085.67416167463
17440.5838833284,311854.528283503
17460.794910425033,311635.1398664756
17487.048020421465,311414.49997359526
17514.82292407903,311195.7489414552
17546.560200971006,310933.7866380145
17572.08644519091,310621.7416581519
17596.836393347105,310260.41026251146
17623.986433992293,309845.95400771505
17659.424915515057,309382.562629926
17694.836684251757,308869.98524593725
17738.53216685259,308334.22683419124
17782.133077038,307826.7249377758
17819.802338338428,307351.66274533106
17852.66026950374,306899.556282447
17879.753509683425,306499.8245249231
17913.99904169094,306145.1035100335
17955.45233683505,305803.878914252
17994.36106386555,305479.46198473626
18040.328849418933,305179.54864351824
18083.195198042333,304902.9576874806
18121.32567507788,304650.7235297331
18157.155819870528,304419.32798664307
18196.070519738998,304211.72839012207
18233.904985443085,304013.151910835
18273.793686035064,303812.9787793117
18314.00948542448,303609.3260526292
18349.010812482207,303385.70217710326
18378.723868587353,303160.9194300311
18402.632092078296,302982.9185517013
18430.28421450874,302845.1265115993
18452.109197174184,302749.47094467765
18473.724831800428,302690.68601308967
18499.120735492812,302658.88164418243
18518.34502306804,302658.2212758602
18536.46957950756,302691.873931328
18563.27424910767,302768.51674915827
18584.091283072954,302872.0642454273
18610.480202689614,303001.4683491916
18647.77686048805,303154.9025573654
18690.03187119968,303330.9511177277
18740.853824579794,303524.45443916286
18789.96008059193,303737.5959008821
18850.638819883236,303961.21437236055
18910.86965144258,304193.5451048931
18955.78872606778,304450.62276613264
18994.343264225274,304727.06094296824
19034.84793958138,305012.37147282023
19075.899215745463,305305.8461990093
19116.263231905334,305616.24621188483
19163.022219364597,305944.50127290527
19209.363253630007,306294.8845010387
19263.211968538657,306657.74541745527
19313.180943936677,307035.1006885923
19358.141855310438,307430.4894305079
19403.01111823726,307846.9875958358
19454.388493651895,308301.2333264514
19494.19510762112,308789.74213741533
19539.282373425005,309313.36478295916
19591.775866655353,309873.15235385677
19635.676293274315,310463.3064956972
19686.283883874945,311083.1962455636
19735.85590136338,311739.2143995713
19780.799787377015,312431.4313353197
19831.612700270267,313162.9968992595
19874.039633647484,313932.8760426387
19926.980388324235,314728.89672992536
19990.543153034505,315545.46552186925
20063.270672477694,316381.0468136797
20132.67609701582,317244.38531613693
20198.093727816988,318148.50812439754
20268.53306530882,319096.5462780299
20334.971046736744,320090.725545051
20399.30533430797,321126.4971368665
20470.362849487403,322228.7598024864
20543.61612413966,323393.04314973997
20606.392973781327,324619.7947671753
20662.718626252066,325910.6639591126
20716.233304641875,327244.6974065795
20767.769795043016,328621.63258188823
20811.674045213116,330041.28398245014
20858.97507430246,331500.3544349185
20894.46377079714,333000.1208662244
20942.613696840006,334540.51117045677
20982.18627347438,336120.70292444446
21020.37308670791,337745.0647773168
21059.75976412338,339410.4173507236
21104.177748169976,341103.8781872505
21157.662319802657,342869.20132375305
21214.405824484977,344690.0911051646
21273.55303855636,346582.55517945567
21322.617510121636,348549.71364361624
21365.1833325155,350572.9972801387
21394.210960275537,352628.05322741385
21411.162561835474,354672.252301238
21435.130294194627,356696.34474725503
21464.38295465874,358696.58705505496
21487.7058041656,360681.12380767317
21516.501326682752,362654.43795587163
21528.949151617115,364635.8932887128
21549.415442404636,366628.6211977129
21562.706721752802,368633.17079977604
21581.000862346427,370673.65307617735
21605.55681164135,372738.0692208709
21641.151332857564,374831.84814427583
21675.017729011273,376960.62447949644
21716.110933232638,379138.06209047104
21756.709931063786,381368.06739409146
21798.89546597263,383648.83996622416
21858.014524752023,385982.534552624
21924.702264136064,388379.2617360771
21991.3138451883,390838.5101653058
22061.94051328977,393359.7443858557
22134.183679513317,395942.73607316415
22197.72611939304,398593.69082406256
22250.870554013327,401303.0813969842
22297.93196216431,404073.3257350906
22333.88135689327,406902.1249967207
22358.308387763846,409781.49558572884
22375.6446881561,412707.8015150658
22383.86749025159,415677.1597122849
22388.09295552342,418685.4332843246
22386.81776825949,421724.0809378539
22386.963867503306,424781.64843619335
22400.270933752898,427856.4445455296
22394.254289549368,430947.338428327
22381.49003527167,434057.1473891382
22374.49263679261,437181.72356536164
22381.575356877114,440321.7975580583
22383.85975465858,443489.0297630342
22396.209823486086,446689.320998271
22421.231734330253,449926.9010325621
22450.08741989936,453173.39097513165
22488.0512715163,456426.03588355554
22542.605115311268,459681.9745398248
22593.148974053638,462937.1311842959
22645.76394076544,466199.61234276945
22690.273725890875,469461.6431781481
22733.211529568718,472729.96272390225
22780.918855409782,476003.38354488375
22824.496293243334,479278.3115176647
22866.494388744606,482554.03473497863
22911.062453590202,485841.9646171133
22969.705709256716,489134.47192517924
23041.90981982166,492436.98037337087
23117.84941927607,495761.39494913106
23193.44952437551,499117.7985277577
23269.080279537782,502514.81539393996
23354.85822662291,505931.9412917817
23453.73073360913,509380.21881601185
23552.10574544613,512861.9645343308
23639.666873263002,516358.3883232106
23725.164757211194,519896.82051128556
23825.003749617994,523483.320966305
23934.615092242122,527125.7018665082
24035.623823769714,530778.7282666069
24121.71337786115,534442.613867043
24217.74185289958,538107.138636429
24309.971101655643,541781.7516913774
24392.905556663503,545483.52295718
24482.95989994668,549180.1572444414
24561.647971320963,552875.1070937144
24631.613689707287,556557.1595863994
24697.759385185935,560221.8518499002
24752.047147485853,563854.4832359855
24803.86785182186,567453.2408467595
24873.327087564474,571010.0231015306
24934.454428865698,574521.2597701737
24985.811109219227,577989.0386232473
25031.656053073424,581412.6613649728
25091.118163355237,584807.7345138821
25153.172082973233,588191.1502311697
25219.51588984886,591562.8914169703
25298.561627671308,594911.8344699258
25384.077434985236,598245.1110628748
25473.36529737885,601552.5384718741
25553.59022654919,604835.3874200141
25634.758771704724,608139.0972951265
25722.932256415876,611467.9402889855
25815.500039850518,614831.5809437371
25905.37093470631,618228.4978677351
26009.131423083265,621650.9277776267
26120.02996666615,625102.2660098742
26228.069307428887,628582.5787634292
26332.955087490616,632093.5371699197
26415.213628754846,635618.7690945081
26499.599665381353,639150.8267302185
26574.606675612973,642694.1324720165
26649.460267158036,646248.0130867553
26719.266240760193,649810.9060774401
26780.50583602008,653391.6577216024
26822.322934873588,656989.308308269
26841.971187407467,660642.3614819109
26866.35930781172,664346.6155108967
26875.05779874671,668060.6905812727
26893.06582703921,671795.8115036655
26903.876344270404,675530.4311491579
26917.32491357822,679265.5979488501
26948.526427515768,682994.3937954481
26984.64102848696,686724.4315517304
27019.374082098748,690455.6461547215
27048.246255208305,694231.6896981923
27088.274334982438,698008.8407637686
27110.131009312572,701783.7292374509
27124.210543899546,705555.6531621531
27133.234855756295,709383.3704779524
27156.87556858185,713220.0585532339
27165.15811271435,717080.9354127108
27181.287794114687,720972.1147118219
27194.886476174608,724887.7675461447
27210.536471073727,728829.4514018385
27239.378582121833,732797.3192024918
27291.424823823872,736781.8043180807
27359.07373816857,740791.1995347405
27418.97497745707,744825.6008905548
27486.991824085817,748881.1354851598
27574.415896928043,752951.5316918116
27654.95551877783,757051.8485685524
27727.30302960161,761116.4115132855
27800.90143463351,765135.943646188
27871.38192327141,769115.0044754812
27940.145157589934,773053.5238587182
27993.41444028504,776966.2804095527
28051.61931278247,780826.5253765823
28097.341051112,784617.147696109
28153.68905723148,788342.603104042
28212.580051708825,792001.2787641058
28281.784223901057,795600.9451943155
28348.754919973977,799157.5766637869
28410.273113605934,802673.0827666643
28483.67901083142,806135.8854225676
28550.263823532696,809518.9235980822
28621.819646264496,812820.8723986493
28690.23991469732,816038.2124881187
28771.179270369914,819167.8897967645
28863.190533551086,822213.3846068069
28955.464370161993,825223.0104119689
29060.98244945464,828171.5084311867
29166.95687256559,831054.2236718214
29290.215408053475,833879.3897674168
29410.160021528984,836650.7760539452
29525.826483332374,839455.0459302461
29638.170867611258,842275.5270495747
29777.240308558867,845149.0199341038
29927.86107073473,848040.5573529006
30089.297041672286,850945.4590656636
30268.709339825527,853945.1327652179
30440.893270880446,857016.5091290661
30613.894270639892,860160.6389872611
30781.35250640736,863369.7316474549
30951.84169053003,866659.2387396035
31132.922590229864,869997.4851091017
31324.444875205663,873383.259742577
31535.845709086996,876812.5009746162
31742.827193955654,880254.5177560769
31940.288408169938,883764.7737061003
32132.823233559262,887338.7712341354
32315.700386639,890972.5500530675
32482.598476378458,894679.2985068079
32659.40243253555,898376.2379514148
32855.709221259196,902049.8761904158
33054.51555540014,905711.7187711297
33240.91462576298,909364.3746637574
33434.12947672185,913002.5126902184
33630.069297283335,916636.5712222378
33834.47964683391,920236.093390937
34059.43662957637,923805.7705700702
34304.06705235569,927379.1078705451
34554.9911121635,931031.2211802888
34815.6881396022,934762.0498716345
35085.68250596692,938510.2715568634
35379.250421524404,942279.4046662147
35661.31888941859,946069.2539628992
35963.624444024135,949864.0515919843
36287.28363167152,953673.9835445099
36621.05411846325,957475.2827165624
36974.26250344493,961303.6376918561
37311.50066592035,965164.3980473448
37666.97874047128,969030.5142041236
38031.75340365502,972910.3981705098
38389.04773539467,976807.388281471
38759.55779243231,980718.4428648857
39163.78037226899,984636.0079813962
39578.59598394171,988568.0173237864
39985.24706656101,992529.9503539968
40396.6944902167,996457.6588596911
40813.58243178426,1000353.8651551597
41253.63930953289,1004221.3920219947
41710.31611212591,1008058.0561139496
42171.037044512144,1011852.7430109459
42620.17456969877,1015573.2380539217
43106.08635563049,1019235.8800052517
43592.9367577882,1022889.9041790523
44066.14637930193,1026525.6842494734
44558.153039930046,1030336.1018999784
45044.7252548816,1034299.1538555778
45513.3165524805,1038425.6531173292
45992.3559280826,1042694.0909526729
46480.22496452713,1047098.678015309
46958.49301644991,1051632.1769903866
47416.36374980523,1056327.4885238933
47876.432546457116,1061211.1599551344
48348.94288268994,1066301.4450433913
48809.66179326437,1071607.8777596618
49276.658195279706,1077171.832190063
49760.07186401953,1082973.940101491
50256.6230320271,1088999.9442514994
50739.01974017058,1095117.068584306
51214.91069304117,1101325.193980289
51707.939267961265,1107612.1893520067
52198.497114360565,1113850.6054800476
52701.820816371284,1120032.817762554
53197.53968359404,1126169.3503756188
53688.1350114932,1132248.776405651
54158.766862437384,1138351.534699191
54628.336838003495,1144488.0785353137
