TA_CRW_6,TA_CRW_9
1.526081427624057,0.13124294277564813
-1.99511503183234,-0.11668522333218645
1.2483370917984526,0.3107647429154709
0.4784708827972474,-0.08604979861210656
-0.5473627743381774,1.1311714961500203
-0.020000333348333125,0.020000333348333125
-0.12336649646075368,-0.5357225874168552
-0.47410868706185394,-0.03464274843605503
-1.3589145147650783,-0.014142253477512098
-2.981421493522475,-0.04000266714678155
-0.12578094955366548,-0.1857392477529288
0.7245466160388286,-0.1393967170116954
-0.7323577809799442,0.6540931795733799
-0.22272115649094912,-0.3239043758049637
-1.4671106439961124,0.2048082525719906
0.3021463476041659,0.04899469515834575
-0.11839072552777699,-0.0
0.6840812317953291,0.24597652554724064
1.3508266813986058,-0.07212665871195886
0.28236202150481077,1.3339892628357142
-0.3353353615154727,-0.45899096605859724
-0.8558193921884044,-0.6560629080137327
0.29638003556918535,0.04899469515834575
0.14365048133361197,1.129181418485517
0.6621047905587656,-0.08720560886095623
0.2816433203082061,0.014142253477512098
-0.9058714694112119,-0.0
-0.05292120158645467,0.13648773466080505
-0.03162409436562762,0.2245248770140689
-0.06165390452676006,0.6859778778485937
-1.1493287955957183,-2.090127953801132
0.6408296812686505,0.1504748884650649
0.2195295842499295,-0.21110485435582224
0.2106270867129963,0.06165390452676006
1.0252326775264875,-0.745866741554463
-1.3922491845930993,-0.056576087683841
0.2043159774085527,-0.09801882393496103
-0.39887115502143794,0.3507944536956752
-0.24015970570174808,-0.020000333348333125
-0.2866373971294508,0.06481875364241475
0.47301233485851,-0.4517145707279756
-0.5464012849242399,0.14913481150507227
0.03162409436562762,0.4459530677429953
0.3686907261579607,0.260349769837209
0.8904014762571846,0.0
1.7413215726301305,0.17968521425651704
0.2443284289352495,-0.056576087683841
-0.35369296659775046,0.056576087683841
-0.21906991176219942,-0.2176851640550402
0.3210645767611206,-0.13276247241032277
-1.010898061409467,-0.0
0.2754606772936258,0.014142253477512098
0.4690458582650856,0.1320048813407789
-1.640352399156023,-0.1393967170116954
-1.5981997564243624,-0.49134302654251877
-2.9073913414750603,0.05292120158645467
-0.3673008570240098,-0.1415394733244273
-0.037418756845052345,0.1471019794720995
-0.21014824902445728,0.3812506976736283
0.2125318091054341,-0.21441986549960387
1.8095584007275445,0.05099572069011084
2.9789326237327076,0.014142253477512098
