x,y
0.0,0.0
8.999746417405884,-0.0675605091007627
17.99966172100826,-0.10660571346385285
26.999409543909067,-0.03923269073107627
35.89550355404167,1.3244063241415855
44.318469043294016,4.49515582021722
52.61540573963079,7.9823956251317405
61.602989343507346,8.454985260364326
70.39905677820232,10.360030583788024
79.21816571183942,12.155390608028988
88.02623596604681,14.00414651321144
97.01746245437332,14.401445186272195
106.01721806917979,14.335121180367455
115.0054495280771,13.87501766887364
124.00489577945554,13.775181961080282
132.87897392408453,15.275427635301005
141.2694575503363,18.531158661906336
149.50148907265336,22.168968032335027
158.23876242726723,24.327683929982108
159.95114782579446,15.492089086005231
162.1403320448624,6.762399947497265
165.14535700620021,-1.721103160402011
168.6479435924112,-10.011572821771917
172.57236480607125,-18.1108887273145
177.43094435762976,-25.686785026840894
183.4913672618634,-32.34045125094925
183.08411040107487,-41.33123218751648
182.71054928963753,-50.32347618420728
182.3987368134251,-59.318073061203954
184.10188849264173,-68.15545244411955
185.95802167014585,-76.96197103135755
188.35332355801629,-85.6373689395785
190.81303406643147,-94.29472559243692
191.17358695004822,-103.2875005600493
190.80222921355445,-112.27983582023317
193.6894315001618,-120.80415766752458
196.75450537698126,-129.26615046648388
204.38916000230083,-134.0318664412443
213.3268095594642,-135.08942040834833
221.98619746712436,-137.54197031908802
229.21092947600766,-142.9088360151733
236.9650452410473,-147.4776092315153
244.82873116058897,-151.855102093737
253.4360432644916,-154.48458461811543
245.36451955186527,-158.46585388262287
239.33866287911582,-165.15084089528648
238.10058471459425,-174.0652765172726
237.7896793924333,-183.05990479645413
237.38077105038383,-192.0506107736176
241.16113699935835,-200.2181583426149
244.44940021009393,-208.59594594179185
246.8081740586063,-217.28134667702417
248.1386147687004,-226.18246613004382
247.82498044045033,-235.17699966481612
249.2694887921593,-244.0603208692893
251.12412673909176,-252.8671544708625
253.2465034949832,-261.6133260279526
257.1280519898492,-269.7332756141264
261.43726499997433,-277.63458457108845
269.93649425313777,-280.59483829368907
278.35548871692595,-283.7761166874648
285.72280171139175,-288.9455169661795
292.23901415719035,-295.15349371881155
299.44780369015785,-300.54175442792524
306.4639021269347,-306.1786296904672
312.97403827612834,-312.3929781936462
319.1292009555084,-318.95910128039736
325.0130258788662,-325.7694319824466
329.5553270462235,-317.99977947380603
335.92889198249077,-311.6454368639694
330.26257577261936,-318.6377798625464
324.14271196886097,-325.2368151726086
318.33233806317423,-332.10991891663247
313.23149924614086,-339.5248662099479
305.1174697632325,-343.4187749852654
297.5451938813817,-348.2829951662544
289.51400417501856,-352.3450133715813
280.6574103236234,-353.9452462769516
276.8284138722893,-362.09010884028993
284.18556413655773,-356.90625506255134
292.9385300404743,-359.00043458801576
301.5559492726607,-361.59660210509617
309.9410800831129,-364.86609461794967
315.57563262387805,-371.8840585438585
307.64998297783956,-367.6197792743628
299.2541256149099,-364.3779311685225
292.07997917444163,-358.9436305832847
283.8854029292643,-355.2222168516533
276.89478706119684,-349.55376999337506
269.16944267179707,-344.9365138747295
260.64707255219014,-342.0435556060309
253.34339851811288,-347.3024856877059
247.91038222042368,-354.47760477445587
241.63677393176724,-360.9306535919143
235.28937687133296,-367.31113559229567
226.75976845763793,-370.18268226769953
218.71234261862708,-374.2124387573178
227.4716515479631,-376.2799268662206
236.47105434207847,-376.1762477976077
245.47075067188587,-376.2501800047407
254.35709059648602,-374.82435997947186
263.35118068015476,-374.49825636579607
272.3317423068539,-375.0894524999665
281.2814535091904,-374.1393633490057
290.14446967563174,-375.70363456378885
298.713055868147,-372.9505761442423
307.5525068013504,-371.25820880838097
316.3504351291716,-369.3617760680707
325.3010529683725,-368.420266484169
333.8481397615442,-371.2393633874326
341.49721614435214,-375.9818975718081
347.3330340681269,-382.83341048214766
353.8481198373586,-389.04256963774634
360.20730532010043,-395.41130263545364
366.039067049739,-402.2662683632106
373.38208449484404,-407.4701222044405
379.80764334723267,-413.77188334197103
386.0294075285686,-420.2749326630085
388.14800262523113,-429.0220210252235
389.678723003875,-437.89089328286735
391.0367360725514,-446.7878478463854
392.12936086610375,-455.72127781815516
392.5480861328352,-464.7115319386459
393.69580225397294,-473.63805128860986
394.0613462166171,-482.6306247585001
394.769906207658,-491.60268933356286
398.4119434795893,-499.83285120984834
399.27709581682984,-508.79117200301977
396.3026324659437,-517.2854387620894
391.38788245118747,-524.8250164884911
386.0980457938179,-532.1063369826288
380.60302252608835,-539.2340799133966
374.0213181389337,-545.3725787005684
376.861586501587,-553.9126533857284
376.64647365315074,-562.910082266383
376.35695610233955,-571.9054243714824
375.76360545867004,-580.8858439058725
375.026308347437,-589.8555926743592
374.316719320718,-598.8275759229592
371.4229986028721,-607.3496871876113
371.3890528019757,-616.3496231697503
364.71180020076883,-622.3840492153388
357.7450727105516,-628.0818301936716
350.0431084834059,-632.7379817208202
345.61088272605224,-640.5709489003666
339.6078204968568,-647.2764126332047
342.7031700406434,-655.7273777379593
346.6169594416615,-663.8318365431157
350.3250431035909,-672.0324533221228
353.1338607840296,-680.5829236739838
355.13618568958964,-689.3573578422122
357.99785633214077,-697.8902847218685
363.2191103984836,-690.5596295004917
368.5347267065409,-683.2971076750157
374.66976352968146,-676.7121761507924
378.2218950310737,-668.4428133097498
380.86705865725565,-659.8403073149409
383.39703500216325,-651.2032233339779
385.73115509955437,-642.5111646957176
388.5122138337208,-633.9516254372577
391.39920596958433,-625.42723241444
394.80920678635647,-617.0982532195078
391.6952132409824,-608.6541402288279
386.8784321244761,-601.0515998852541
392.8509511030696,-594.3189171324177
400.87585192091694,-590.2444887229702
409.6440203232956,-592.2740755941163
417.98752038638105,-595.6483913317575
425.72158732129805,-600.2510219541542
433.73835565402084,-604.341428474227
441.7462158856493,-608.4492471789295
450.13519375254805,-611.708856104657
458.96586012082855,-613.446478472181
467.788357474927,-615.2251129025587
476.6869978954228,-613.8781909795364
480.2737019282831,-622.1326173182146
486.0135818090122,-629.0647006237441
492.05471312649286,-635.7358873551251
497.90984996015374,-642.570898156807
504.12539929562155,-649.0798878217523
506.33311361815583,-640.3548664767884
509.4561054612424,-631.9140772987545
511.22172806111917,-623.088966713906
511.206175523536,-614.088980151773
511.6097806977771,-605.0980345472592
512.9019713711539,-596.1912818694514
514.0385054906442,-587.2633319258622
514.5635902574886,-578.2786624278991
516.7701342869834,-569.5533450442218
519.8589932561445,-561.1000054515737
523.7160792027148,-552.9684073306156
528.0093483995406,-545.058423790583
532.0064848770442,-536.9947459708651
540.5684500277476,-534.2211647555157
549.167961307352,-531.5662813772941
558.1239853946678,-532.4548940867573
563.3770599488369,-525.1470074067149
568.4343033409384,-517.7022582992536
574.607900901945,-511.1534650398253
580.9155860660422,-504.73372144131395
587.9392705546363,-499.10630141036876
589.0720145768522,-490.17786980229033
593.1038434786473,-482.131482059542
596.7326141204372,-473.89546216949293
599.603288358681,-465.3655600939774
604.6074050298214,-457.88499752545255
613.5881788071563,-458.4729621165068
622.5562271581443,-459.2306617762274
631.5548374983431,-459.3888134289805
638.9147117078476,-464.568799106593
646.0894251870062,-470.0023510288608
654.3449188293456,-473.5865977727799
661.8633282958162,-478.533669542472
669.4697244039563,-483.34435953935105
676.7662279048428,-488.61323386519626
681.0985844539698,-496.5018767606021
681.7819720312459,-505.47589377748056
683.2899897648934,-514.3486544817374
684.3825790643875,-523.2820887946224
685.8406738735727,-532.1631900510786
688.8151162086923,-540.6574641692742
692.0139857397836,-549.069790466028
698.245671160416,-555.5633331676878
703.9679159543359,-562.509980885721
712.4279955812686,-565.5803314692794
721.1576520063608,-567.7696461337002
729.7930975985571,-570.305209073999
738.3841786317347,-572.9872468592241
743.5443569306161,-580.3610220065793
745.723026613538,-589.0933411952437
748.085130795725,-597.7778367955935
752.2634928745207,-605.7491158860835
751.4220748050275,-596.7885346754515
753.073238090384,-587.9412944387963
753.4738963246222,-578.9502170295345
753.8856530710029,-569.9596410534466
745.515322377471,-566.652442226506
