ta_CRW_c6,ta_CRW_c9
-0.3639445020526516,0.07617614786314257
-0.9170053311030261,-0.0
0.1620413651170945,0.7748871392311729
-0.0692958961970235,-0.07485061981293263
-0.7932962418462276,0.037418756845052345
1.2037072183131374,-0.024495509841604958
-0.1320048813407789,-0.020000333348333125
1.9148436678830012,0.024495509841604958
0.22985254871227762,-0.056576087683841
0.2520628631722575,0.04242958949623217
-0.024495509841604958,-0.3260966083675537
0.5448597316848314,-1.7531045242471694
-0.12336649646075368,0.13276247241032277
-0.044725087168733454,0.014142253477512098
-2.6280304757854385,0.20578931958546742
-0.20966833395762913,0.61927412690994
0.4380040838316827,0.35050333905840336
0.26876339806865646,0.09058481919024744
0.32515882576595073,0.21347789281843746
0.11668522333218645,-0.03464274843605503
2.579421822389539,0.40627316878868036
0.8818813342905608,-0.27324603799606223
0.40015659947859855,-0.07350123639177733
-1.132386737781755,-0.05831778262488457
0.37007561331296135,-0.09276944761291363
2.1394522712712076,0.38712043758627607
0.25643629057178713,-0.12736529104330555
0.5822999700500465,-0.014142253477512098
0.25366173607545534,0.044725087168733454
0.4265464750343634,-0.40804084421496756
0.23549056370691068,-1.4660046406265987
0.7883731809514676,0.7858319234518557
1.262327596311018,0.04899469515834575
0.8614999614585737,-0.1401145861761007
0.7941377984199754,-0.06165390452676006
0.30846734768979195,-0.056576087683841
-0.3434456249931532,-0.08947256020449473
-0.3048232982693231,0.1632763710855716
0.15312012572889824,0.08369042447459077
-0.5030836733407991,-0.15377437997564256
2.308783314279025,0.08248549466933482
-0.1894922586631351,0.08947256020449473
-0.3191578298366383,0.0
-0.37692723785373794,0.08834633710244608
1.720960034586543,0.4838725786702031
-1.517270772137309,3.059107158920458
-0.784558873003313,-0.2772930398364981
-1.8592811619566294,0.18896062428748195
0.40322584667678774,0.4241229705486605
-0.6347836695379463,-0.014142253477512098
0.37090417752027216,0.24924068464409213
0.19317322648245575,-0.08834633710244608
0.4306370445003041,-0.04899469515834575
0.6638920056361868,0.08487829022786185
0.12336649646075368,0.05099572069011084
-0.39447099671982816,-0.11668522333218645
0.06325609887514339,-0.7883731809514676
-1.6482738166816904,-0.11839072552777699
0.1582790499248209,-0.10396987073734922
-0.0,-0.0
-0.0,-0.1687230541905757
0.7057890247659133,-0.25722364326083835
-0.1443473368536134,-2.814249698748142
0.6291975624341981,0.40904770644949706
1.1224232509113192,0.07350123639177733
-0.24964576524113102,0.024495509841604958
-0.6637297003654113,-0.014142253477512098
0.2443284289352495,-0.1705003096530073
2.3238912325725485,-1.7066134959666885
-0.9984570617312281,0.05099572069011084
0.794698449675693,0.06165390452676006
-1.174721530112095,0.10492901480724003
-0.03162409436562762,0.37283066394508213
1.4770591141761567,-0.2820028937614853
0.34669752403081205,-0.19576063579821767
-1.660918271809492,0.014142253477512098
-0.9284197440291221,0.08604979861210656
-0.2599610137762813,0.3413607508558246
2.599827855602629,0.09595343661503744
0.47454657255928145,0.2991070261958139
-0.7764581270545972,-0.14846027099665982
-0.4354033325705113,-0.1813561344322658
0.5768220789456149,0.13722072506309493
0.5406000882147741,0.07617614786314257
-0.45944218278827054,-0.024495509841604958
-2.880854694183502,1.606904172376933
0.4100522355197131,0.05292120158645467
-0.11230873639886374,-0.014142253477512098
0.6132185032158491,-0.06634466278829072
2.3600105672398426,-0.550238188098756
-0.9569693883582627,0.15700508293439155
-2.4803015892247435,-0.0800213487079776
0.7047091502854944,0.29328276488750804
-1.6875614772727388,0.024495509841604958
1.25676007414357,0.05477910459422106
0.5841158265026815,0.20332790159446776
-0.2901533970886025,-1.8587596496696206
-0.11923437096925123,-0.07747904492388094
-0.0,0.9909444873581343
2.5693709575864556,-0.1663241252726807
-0.993094685281418,-0.07072541780250703
2.3570337805864803,-0.3058213003644265
-0.09801882393496103,0.1350098904302452
0.20822204989562706,-0.17284183171034884
-0.16931752556572388,-0.6537643994988651
-1.8833609423187712,1.4457708614506064
0.4596676369012546,0.028285214141364843
0.2067657972496663,-0.27582809869323993
-1.1185356953235035,-0.302482222014808
-0.2802005350255957,-0.12007211689055672
-0.42509392913697913,-0.028285214141364843
0.014142253477512098,0.10682156379599268
0.06165390452676006,-1.590397581934554
0.11319751182365446,0.583390083463115
0.49472354728067514,-0.03162409436562762
0.0,0.2994462057950849
2.380524900953069,0.014142253477512098
-0.7056348408023213,1.2453834728223898
-0.4930359455953983,0.6557349702923121
-0.6905434107404221,0.09384274567578461
0.09699161085377335,0.05099572069011084
-0.42266260480430456,-0.06634466278829072
-0.10103802160852246,-0.028285214141364843
-0.3619729024930953,0.028285214141364843
-2.329112540288629,0.14913481150507227
0.6235682517806214,-0.10587950213237295
0.33986403315988506,0.1900224234627107
-0.898863267021137,0.020000333348333125
-0.4999636258630757,0.17856267566674963
0.2548544490392668,0.27582809869323993
-0.7169703203692636,0.10396987073734922
-1.459265244655209,0.0
0.841560497364705,0.05099572069011084
0.4517145707279756,-0.1140793925104981
0.325471709505847,0.09276944761291363
-0.3902867573732691,-0.014142253477512098
0.9014161970858765,0.19882164684879242
2.9652962667784597,1.3244110503620672
0.37310510206055886,-0.13794984515377073
0.27101375818016943,-0.020000333348333125
-0.1304765805492272,0.23847221332777646
-0.9141045891805569,0.0
2.999346053581105,-0.5927635079718152
-0.7338521470090101,0.5707426227753974
0.22853207394762423,-0.12657558596272395
0.4496483553053778,0.04000266714678155
-2.922983365328364,-0.07617614786314257
0.5707426227753974,-0.04242958949623217
0.3507944536956752,0.12090408592752844
1.0744681340304467,0.03464274843605503
1.3360461722082446,-0.03464274843605503
0.07876043412820773,-0.04899469515834575
-0.23029105397964308,-0.020000333348333125
0.38791431722770275,-0.12417650347290973
0.35050333905840336,0.056576087683841
0.12736529104330555,0.27947642313458704
-0.03162409436562762,0.23333792663362524
0.16450218738235772,0.05099572069011084
-0.42144200151756295,-0.04899469515834575
-0.6191018242458597,-0.21488932711016984
-0.560668168549999,0.27692751244979047
1.278032029662886,0.0
-0.1401145861761007,0.16266002985708572
-1.3640261000294207,0.09276944761291363
-1.478866898594501,-0.32858474331238713
2.9324053194937174,-0.08947256020449473
-0.4699299736121179,-0.6361315015077145
-0.8845987291748137,0.03162409436562762
0.04899469515834575,0.5333671028407914
-2.116359976063306,0.037418756845052345
-0.43682372010466713,-0.024495509841604958
1.0440770436874012,0.7524743761633368
-0.30348768332023823,0.024495509841604958
0.0,0.46948810853325074
-0.8166043290100425,0.060009003646954266
0.23029105397964308,-0.2245248770140689
0.5448597316848314,0.10682156379599268
0.020000333348333125,0.24015970570174808
0.04000266714678155,0.2638233816859613
0.10775542078717872,0.45899096605859724
-0.6317419875668573,-0.04899469515834575
0.39133679400508475,0.3799046462831707
-0.10300182808781204,0.1740008932931967
-0.05292120158645467,-0.12336649646075368
1.4156749700675415,-0.3014735105900756
-0.3434456249931532,-0.014142253477512098
2.0371138023553423,-0.037418756845052345
0.7242448126177484,0.07212665871195886
-0.24308517114930733,0.07072541780250703
0.21014824902445728,0.28307894664885425
-0.3368514247207754,0.1576433426742278
0.9946457329335874,0.5262435286498336
0.24638686182179867,-0.046908458210500506
-0.13575081125135127,0.2320369350375416
-0.3796348912092485,-0.10587950213237295
0.7159043879483529,-0.24099910587557186
-0.9957186199830407,-1.1894181293148574
-1.58539684553399,0.4955653711940662
-1.8637695187503802,0.044725087168733454
-0.2048082525719906,0.1401145861761007
-0.16990993689494324,1.1401040042001522
1.8926230234616392,0.060009003646954266
-2.0582752884549302,-0.35628230841000413
-2.1165939559749463,-0.10587950213237295
1.9179259022052244,-0.1471019794720995
0.37283066394508213,-0.27509277764804363
0.04899469515834575,0.10587950213237295
0.23677292485086152,0.03162409436562762
-1.1934013722284809,0.17629638681133347
1.5422924671964986,-0.024495509841604958
-0.296037447989206,0.08487829022786185
0.5057734744037321,0.4034806207097661
-0.0,0.07350123639177733
0.5735131044230969,-0.11668522333218645
-0.2657339981764145,-1.5640962766667172
-0.1249812877532134,0.1289302691180043
-0.4907067997203451,-0.7224318243774898
2.868346615593731,0.060009003646954266
0.8938700681239582,-0.10868128460750864
0.4095502615533017,0.10103802160852246
3.011116073040566,0.03162409436562762
0.17856267566674963,-0.48580363953925015
0.9885518210740207,-0.03464274843605503
0.15180322468245008,0.014142253477512098
0.2591817919744579,-0.2028320837670698
-0.16450218738235772,-0.6000630722443719
-1.211623461623454,0.0
1.7176233117913084,0.20233506770016968
-2.114723045542754,0.08604979861210656
-2.0781889313851285,-0.1320048813407789
0.38286001721247287,-0.0
-1.8536530640047721,-0.19317322648245575
-0.3410619122928941,-0.37392726446025254
-0.05292120158645467,-2.0592942205153246
-0.7803035852456507,0.0
-2.677437287864367,0.2048082525719906
-0.14573112077897082,-0.08720560886095623
0.8876969382255044,0.056576087683841
-0.7369822878549903,0.0
0.5448597316848314,-0.8678085318778574
-1.480774788802052,0.08248549466933482
-0.6669694381757318,0.08487829022786185
0.4313551326677065,0.04000266714678155
0.5782873425143532,-0.6142602993572803
0.046908458210500506,-0.024495509841604958
-0.09490394149736218,0.11319751182365446
0.09903541693516446,-0.06634466278829072
-0.05292120158645467,-0.046908458210500506
0.12657558596272395,-0.09699161085377335
0.8109638618524793,-0.16931752556572388
-0.4666065473039879,-0.151140504754101
-0.41155469190450283,-0.12173039652915928
-0.32296045376968296,-0.4993374763978159
-0.3260966083675537,-0.2772930398364981
0.0,-0.024495509841604958
-0.1335157899915857,-0.014142253477512098
-0.04899469515834575,-0.6823387560937895
-1.081958666468005,-0.09490394149736218
1.1573146760304913,-0.17743311153641544
-0.33074705991885944,-0.10587950213237295
-0.42266260480430456,0.7668498994839155
2.000388426101693,-0.1401145861761007
-0.272503926130514,0.056576087683841
0.2245248770140689,0.20627812800494127
1.0590506868297833,0.11141290122941688
1.4266981618096124,-0.5915093310096838
-0.014142253477512098,-0.09699161085377335
0.3316696090994303,0.11141290122941688
-0.4087962102995795,-0.07485061981293263
0.2599610137762813,0.10959935783163949
1.0463890720424727,0.18789289687047644
0.3542699421385778,0.0
0.28343674741652364,0.10103802160852246
-1.6942093677590868,-0.014142253477512098
0.7928752020690832,0.2869908814914456
0.4843023157459199,0.7356421245784417
-1.3098447806769524,0.09058481919024744
-0.18301196563503475,0.014142253477512098
-0.11141290122941688,-0.07212665871195886
-0.43941660545627337,-0.03162409436562762
-0.4974546992990993,-0.0
0.429677843842808,0.08834633710244608
-2.162408596849403,-1.2053137921294668
0.05099572069011084,0.17743311153641544
1.78012165236257,0.07617614786314257
0.9806290647100014,-0.8394127532205663
-0.7546665678048828,0.3213813059038213
-0.267631295449432,-0.14778267439690224
0.9727850425003206,-0.14641814300826347
-0.09490394149736218,0.5687033149380089
-0.7620821540302467,0.06165390452676006
-1.4077752139966597,-0.10103802160852246
-0.18024389002919047,0.07212665871195886
0.31207019096839544,0.037418756845052345
-0.15442588416659223,0.0
-1.551395109691421,0.0
2.6268105028532522,-0.15377437997564256
-0.07212665871195886,0.06165390452676006
-0.9475182376896412,0.6381486507438816
0.2967222392438955,-0.0
0.3316696090994303,1.1772132366940937
-0.07485061981293263,-0.08369042447459077
1.395804590599445,0.08947256020449473
1.239044322994935,0.1393967170116954
-2.9031204402620165,0.19055113095391613
-2.274439685728696,-0.0
-2.685771819589288,-0.028285214141364843
0.1998317000469393,0.15891223532055965
-2.814560856019266,-0.29431870450315556
0.527834061395297,0.5234495638853158
-0.2618991543445188,-0.2544574857833259
-0.8836936043054971,0.04899469515834575
-0.2500502032775829,1.6776998324226062
-0.014142253477512098,-0.06481875364241475
0.0,0.18896062428748195
0.09384274567578461,-0.3270317975705273
2.8503925038540876,-0.3276538272423566
3.141592653589793,0.10103802160852246
0.47454657255928145,-0.044725087168733454
0.6025378159203257,0.0
-0.2176851640550402,0.056576087683841
-2.395136658590113,0.046908458210500506
2.0361064783254283,0.2195295842499295
-0.36422532651005307,0.06634466278829072
0.24638686182179867,-0.3622551874429939
-1.7109547640534857,0.2754606772936258
